augmented_mean_logprobs,boundary_idx,char_jaccard_disagreement,critical,dataset,internal_confidence_logprob_std,internal_confidence_mean_logprob,label_reason,llm_continuation_correct,llm_oracle_correct,prefix_char_len,prefix_token_len,problem_id,question_id,score_variance,selected_rank,slm_final_correct,source_root,structured_disagreement,xrd,xrd_component_scores,xrd_error
"[-0.7446631504794254, -0.7446631504794254, -0.7446631504794254, -0.7446631504794254]",330,0.0,False,math500,0.0,-2.7247693269925677e-06,slm_wrong_llm_boundary_not_recovered,False,True,21337,8276,22,,0.0,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.7446604257100985,"[-0.7446604257100985, -0.7446604257100985, -0.7446604257100985, -0.7446604257100985]",
"[-0.42676874811010423, -0.42676874811010423, -0.42676874811010423, -0.42676874811010423]",496,0.0,False,math500,4.539071743097647e-06,-0.0004995741935247709,slm_wrong_llm_boundary_not_recovered,False,True,28982,11432,22,,2.0603172288987513e-11,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.4262691739165795,"[-0.4262613120137012, -0.4262717945508722, -0.4262717945508722, -0.4262717945508722]",
"[-2.9864483773708344, -2.9864483773708344, -2.9864483773708344, -2.9864483773708344]",661,0.0,False,math500,0.0,-0.00013320633297553286,slm_wrong_llm_boundary_not_recovered,False,True,36514,14508,22,,0.0,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-2.986315171037859,"[-2.986315171037859, -2.986315171037859, -2.986315171037859, -2.986315171037859]",
"[-1.0858680259113953, -0.862958676539165, -1.2144553385113568, -1.3127145669297988]",0,0.5997735674515908,False,math500,0.03695345617011329,-0.19316769386309102,oracle_incorrect,False,False,479,190,23,,0.0013655579229164836,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.9258314581098379,"[-0.9309688627332682, -0.6765289893696722, -0.9604466901050304, -1.1353812902313811]",
"[-1.0977940937403166, -1.0977940937403166, -1.0977940937403166, -1.0977940937403166]",25,0.0,False,math500,0.0,-0.0016144026122600842,oracle_incorrect,False,False,2555,895,23,,0.0,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.0961796911280566,"[-1.0961796911280566, -1.0961796911280566, -1.0961796911280566, -1.0961796911280566]",
"[-1.8623334026871652, -3.41461686857722, -2.4292304351854708, -1.068172164511509]",50,0.8364119900921666,False,math500,0.41194087010416974,-0.9683785357328247,oracle_incorrect,False,False,4925,1655,23,,0.1696952804621805,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-1.2252096820075165,"[-1.1428394533346489, -1.7331862768003452, -1.6746513523002906, -0.35016164559478113]",
"[-0.41982798511810393, -0.5954214312088071, -0.8482085725038608, -5.01544797544678]",74,0.8226996731761992,False,math500,0.35062952401003505,-0.5199988836894024,oracle_incorrect,False,False,7686,2618,23,,0.12294106310750376,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-1.1997276073799856,"[-0.06245428738475289, -0.4035839333442368, -0.42719386781979374, -3.905678340971159]",
"[-0.4943255116265196, -3.080044563738435, -0.5753892360159144, -0.5753892360159144]",99,0.4790255496137849,False,math500,0.03911364881863906,-0.12386636979580912,oracle_incorrect,False,False,10483,3655,23,,0.0015298775239078245,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.0574207670533866,"[-0.30526881396943806, -2.9952891029827846, -0.4645625756306621, -0.4645625756306621]",
"[-1.150323316710029, -1.226405031242848, -3.23567633703351, -0.6426796415723857]",0,0.7377066298014919,True,math500,0.4619204208837206,-0.6270896168764136,slm_wrong_llm_boundary_recovers,True,True,161,186,24,,0.21337047522939356,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.9366814647632796,"[-0.8265421520010499, -0.8594631664104071, -1.809621929563582, -0.2510986110780795]",
"[-0.5619799961735096, -0.5619799961735096, -0.5619799961735096, -0.5619799961735096]",19,0.0,True,math500,0.0,-0.073394191917032,slm_wrong_llm_boundary_recovers,True,True,1288,597,24,,0.0,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.4885858042564776,"[-0.4885858042564776, -0.4885858042564776, -0.4885858042564776, -0.4885858042564776]",
"[-0.428977069455619, -0.3439754248351255, -0.3439754248351255, -0.3439754248351255]",38,0.1293103448275862,True,math500,0.011313345967673383,-0.04637802797906278,slm_wrong_llm_boundary_recovers,True,True,2222,951,24,,0.0001279917969842716,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.3188478080111861,"[-0.402194331496171, -0.29106563351619114, -0.29106563351619114, -0.29106563351619114]",
"[-1.773663513533113, -1.773663513533113, -1.773663513533113, -0.30397275588157413]",57,0.036585365853658514,True,math500,0.007364967769410311,-0.02622446334208725,slm_wrong_llm_boundary_recovers,True,True,3313,1467,24,,5.4242750244452684e-05,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.380016360778141,"[-1.7516912163152676, -1.7516912163152676, -1.7516912163152676, -0.264991794166761]",
"[-0.10316289966954173, -0.10316289966954173, -0.10316289966954173, -0.10316289966954173]",76,0.0,False,math500,0.0,-0.08984156150791023,slm_wrong_llm_boundary_not_recovered,False,True,4756,2068,24,,0.0,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.013321338161631502,"[-0.013321338161631502, -0.013321338161631502, -0.013321338161631502, -0.013321338161631502]",
"[-1.6575505907389925, -1.8760356737730035, -1.6629499453126755, -1.7488780497574226]",0,0.6956563798892056,False,math500,0.1560008717009796,-0.422476101212673,oracle_incorrect,False,False,321,215,25,,0.024336271971465498,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-1.3138774636828505,"[-1.3418756456282708, -1.1849113814027419, -1.3396937950337335, -1.389029032666656]",
"[-1.4924455150453881, -2.178144531780466, -0.9661185834654304, -2.892155421696688]",36,0.7504699610880525,False,math500,0.17096083219567973,-0.4351771721600904,oracle_incorrect,False,False,1752,858,25,,0.029227606145039366,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-1.4470388408369028,"[-0.7746056820237961, -1.764842636356548, -0.6968927125614179, -2.551814332405849]",
"[-1.4652632523952354, -1.6184595238654254, -1.338626710321364, -1.2099798187170483]",73,0.38510312151616494,False,math500,0.01681020287667771,-0.10932561105731733,oracle_incorrect,False,False,3421,1576,25,,0.00028258292075506353,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-1.2987567152674508,"[-1.3709377765294766, -1.4849159162450665, -1.2221556310796675, -1.117017537215593]",
"[-1.3100784587004455, -1.3100784587004455, -1.3100784587004455, -1.3100784587004455]",110,0.0,False,math500,0.0,-0.040232681931094305,oracle_incorrect,False,False,5455,2452,25,,0.0,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.2698457767693512,"[-1.2698457767693512, -1.2698457767693512, -1.2698457767693512, -1.2698457767693512]",
"[-1.773058509038244, -1.773058509038244, -0.7338457343967093, -0.9404368955352269]",146,0.25,False,math500,0.0736524509053942,-0.08481975035510914,oracle_incorrect,False,False,7860,3548,25,,0.005424683524371504,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.220280161646997,"[-1.73076202103984, -1.73076202103984, -0.521456196971485, -0.8981404075368228]",
"[-0.8497762174528134, -0.8497762174528134, -0.8497762174528134, -1.6653711485753746]",0,0.13513513513513514,False,math500,0.0937783042381499,-0.15896654276311306,oracle_incorrect,False,False,309,166,26,,0.008794370345783004,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.8947084074703406,"[-0.7449526038857428, -0.7449526038857428, -0.7449526038857428, -1.3439758182241341]",
"[-1.4150547425628506, -1.01758392959282, -1.3639445481246815, -1.9372487962828018]",18,0.6209544408629658,False,math500,0.06068907055956239,-0.290257014516167,oracle_incorrect,False,False,2793,733,26,,0.003683163285383543,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-1.1432009896246216,"[-1.1199457737218055, -0.6300206775731199, -1.1214155293418677, -1.701421977861693]",
"[-1.2582134625665309, -0.8570676483752322, -1.605600731192908, -2.2671266411003423]",36,0.8661037093364198,False,math500,0.09531097000369415,-0.9164906264410989,oracle_incorrect,False,False,4881,1375,26,,0.009084181003045087,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.5805114943676544,"[-0.26741057615080766, -0.09102029760009211, -0.7024414210368377, -1.26117368268288]",
"[-0.9440390459132686, -0.9440390459132686, -0.7675219859039061, -0.8618693256175447]",55,0.18333333333333335,False,math500,0.030703553722498594,-0.05999691294896081,oracle_incorrect,False,False,6912,2052,26,,0.0009427082111903573,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.8193704378880362,"[-0.9017688379710704, -0.9017688379710704, -0.6543449579346572, -0.8195991176753465]",
"[-1.323695434619367, -1.6159549951553345, -1.5661792415749005, -1.8625696418530424]",73,0.6095824653632353,False,math500,0.24811528382114664,-0.6520389040682062,oracle_incorrect,False,False,9551,2677,26,,0.061561194065648146,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.9400609242324549,"[-1.0471274105225348, -1.021893441427892, -0.760528571471923, -0.9306942735074699]",
"[-1.3485286084796826, -1.701104622873648, -1.5618835827823474, -1.2171007781928438]",0,0.8006156556229834,False,math500,0.10035515679863387,-0.5279897270170681,slm_already_correct,True,True,76,142,27,,0.010071157496078387,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.9291646710650623,"[-0.8928628062149073, -1.0139086044013474, -1.1318004585673407, -0.6780868150766537]",
"[-0.5171716987471697, -2.4330970673181582, -1.4990403024091563, -1.4892275969281659]",4,0.6832343401967976,False,math500,0.11743330601598993,-0.30190100792180685,slm_already_correct,True,True,660,325,27,,0.013790581361845137,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.1827331584288556,"[-0.3015359164327194, -1.9425684893936865, -1.3070624931998012, -1.1797657346892156]",
"[-0.10092474274205188, -0.10092474274205188, -0.10092474274205188, -0.10092474274205188]",8,0.0,False,math500,0.0,-0.009227141334967603,slm_already_correct,True,True,1224,493,27,,0.0,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.09169760140708427,"[-0.09169760140708427, -0.09169760140708427, -0.09169760140708427, -0.09169760140708427]",
"[-1.0708073723911866, -0.7833831161717626, -0.8613549235282107, -0.9052797834647777]",11,0.20019132093116324,False,math500,0.042619172367492,-0.16216990811731424,slm_already_correct,True,True,1664,650,27,,0.0018163938532899937,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.7430363907716702,"[-0.9036495764503227, -0.6575947163909062, -0.6314098865615305, -0.7794913836839212]",
"[-2.756051166623365, -2.756051166623365, -2.756051166623365, -2.756051166623365]",15,0.0,False,math500,0.0,-0.04652197345733709,slm_already_correct,True,True,1932,739,27,,0.0,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-2.709529193166028,"[-2.709529193166028, -2.709529193166028, -2.709529193166028, -2.709529193166028]",
"[-1.1182134105828823, -1.0887971176689462, -1.6764731287964878, -1.377114133504449]",0,0.7832051693773896,False,math500,0.07853552217783866,-0.3712031763182586,slm_already_correct,True,True,142,117,28,,0.006167828243745788,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.9439462713199327,"[-0.8160251829214573, -0.7906788155178788, -1.2814993768353133, -0.8875817100050813]",
"[-1.1353780253126757, -1.955614147970387, -1.3339898232231995, -1.0267864370076012]",3,0.5591923458910423,False,math500,0.08292842303437743,-0.18925131610956863,slm_already_correct,True,True,780,331,28,,0.006877123346968661,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-1.1736907922688973,"[-1.0276153733638012, -1.6372079835034483, -1.1295134144805372, -0.9004263977278022]",
"[-0.877204965710007, -1.1769550923982024, -1.200781799707329, -0.8073272172050565]",6,0.5444382332475302,False,math500,0.05061416297726521,-0.15186675609436762,slm_already_correct,True,True,1241,463,28,,0.002561793493889164,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.8637005126607811,"[-0.7850488327621186, -1.0239699720180049, -0.9697990470554387, -0.6759841988075621]",
"[-1.7356804383699371, -1.7356804383699371, -1.7356804383699371, -1.7356804383699371]",9,0.0,False,math500,0.0,-0.09067842857939468,slm_already_correct,True,True,1736,646,28,,0.0,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.6450020097905425,"[-1.6450020097905425, -1.6450020097905425, -1.6450020097905425, -1.6450020097905425]",
"[-0.024181290214578946, -0.024181290214578946, -0.024181290214578946, -0.024181290214578946]",12,0.0,False,math500,0.0,-0.11933580333182665,slm_already_correct,True,True,1808,679,28,,0.0,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,0.09515451311724771,"[0.09515451311724771, 0.09515451311724771, 0.09515451311724771, 0.09515451311724771]",
"[-0.32626720328466036, -0.43253882408782374, -0.33328979744168463, -0.7642035169928396]",0,0.444668911335578,False,math500,0.04972528085095842,-0.12372112545289597,slm_already_correct,True,True,177,163,29,,0.0024726035557066915,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.3403537099988561,"[-0.2360364486006074, -0.327308067019585, -0.24305904275763168, -0.5550112816176004]",
"[-0.47189513938531036, -0.47189513938531036, -0.6123681774856777, -0.7017854074875913]",3,0.11164657831124448,False,math500,0.04042014291033875,-0.12253834876716496,slm_already_correct,True,True,389,249,29,,0.0016337879528922077,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.4419476171688075,"[-0.3849873243314903, -0.3849873243314903, -0.4811901460548995, -0.5166256739573498]",
"[-1.4289052909592679, -0.7325399332455618, -0.9420492774504303, -0.9420492774504303]",6,0.3730769230769231,False,math500,0.01830370818486879,-0.13365658676321568,slm_already_correct,True,True,803,342,29,,0.00033502573331683263,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.8777293580132068,"[-1.3058163550437545, -0.567180393939239, -0.8189603415349169, -0.8189603415349169]",
"[-0.19866767501152935, -0.19866767501152935, -0.7299104729639415, -1.3411059754653252]",10,0.11538461538461536,False,math500,0.01652207679040707,-0.14041455447761964,slm_already_correct,True,True,1349,525,29,,0.0002729790214681079,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.4766733951354617,"[-0.06779214601642292, -0.06779214601642292, -0.5608788420387824, -1.2102304464702187]",
"[-0.10748184008480166, -0.2151476865461022, -0.37114960837113486, -0.37114960837113486]",13,0.3333333333333333,False,math500,0.043606902258132234,-0.14793978907978095,slm_already_correct,True,True,1418,553,29,,0.0019015619245502983,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.11829239676351246,"[0.015281492237720934, 0.008321472805453783, -0.24838627604861227, -0.24838627604861227]",
"[-1.268980820864158, -1.3555030019709875, -2.0774674380763827, -1.0024981186560922]",0,0.7557541428635824,False,math500,0.061461662085342435,-0.24887701078210078,oracle_incorrect,True,False,117,102,30,,0.0037775359062928193,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-1.1772353341098043,"[-1.0660794293115643, -1.1634401225440882, -1.7298369512658667, -0.749584833317698]",
"[-1.6794953479911403, -1.3384301238251093, -1.313104349714432, -1.313104349714432]",5,0.43345029239766086,False,math500,0.06423990514084532,-0.15828830212089173,oracle_incorrect,True,False,505,204,30,,0.004126765412504806,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.2527452406903867,"[-1.4995247867166768, -1.084476953079095, -1.2134896114828875, -1.2134896114828875]",
"[-0.08681237672684801, -0.08681237672684801, -0.08681237672684801, -0.08681237672684801]",10,0.0,False,math500,0.0,-0.017607239702451805,oracle_incorrect,True,False,737,288,30,,0.0,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.06920513702439621,"[-0.06920513702439621, -0.06920513702439621, -0.06920513702439621, -0.06920513702439621]",
"[-2.907333096023649, -2.907333096023649, -2.907333096023649, -2.907333096023649]",14,0.0,False,math500,0.0,-0.09948371047721594,oracle_incorrect,True,False,990,401,30,,0.0,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-2.807849385546433,"[-2.807849385546433, -2.807849385546433, -2.807849385546433, -2.807849385546433]",
"[-0.3490513130518593, -0.3490513130518593, -0.14094633750755747, -0.21850726318371017]",19,0.34375,False,math500,0.029021562351810776,-0.18129432158252531,oracle_incorrect,True,False,1108,452,30,,0.0008422510813400406,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.08309473511622126,"[-0.1389992021341742, -0.1389992021341742, 0.006069210426371041, -0.060449746622907696]",
"[-0.9052178007854915, -0.9028248435865595, -0.9028248435865595, -0.641686532217519]",0,0.5553661166187894,False,math500,0.056010275803107724,-0.19991334937525973,slm_already_correct,True,True,91,82,31,,0.0031371509955401946,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.6382251556687726,"[-0.6242395002871717, -0.7550547452336853, -0.7550547452336853, -0.4185516319205482]",
"[-1.5336337793094572, -1.1160483153207073, -1.1160483153207073, -0.44529052386203527]",4,0.5691210843137511,False,math500,0.08156470423935502,-0.11052813014160984,slm_already_correct,True,True,348,178,31,,0.006652800977653458,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.9422271033116169,"[-1.4071069968923136, -1.0770219543023136, -1.0770219543023136, -0.2077575077495268]",
"[-1.5262083802125355, -1.5262083802125355, -1.5262083802125355, -1.5262083802125355]",8,0.0,False,math500,0.0,-0.03323546532048264,slm_already_correct,True,True,924,421,31,,0.0,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.4929729148920527,"[-1.4929729148920527, -1.4929729148920527, -1.4929729148920527, -1.4929729148920527]",
"[-1.1861258101030216, -0.9865591492060162, -0.8742384152340321, -1.1641448481155976]",13,0.6049550939256821,False,math500,0.13400031861699022,-0.2779859247160261,slm_already_correct,True,True,1029,462,31,,0.017956085389454892,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.7747811309486408,"[-0.8409378189910228, -0.8084637012667741, -0.7484251248312912, -0.7012978787054749]",
"[-10.014388084411621, -1.157220349767158, -1.157220349767158, -2.65302152892109]",17,0.8247863247863249,False,math500,0.1837261580557587,-0.3817436081881169,slm_already_correct,True,True,1482,675,31,,0.03375530115392962,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-3.36371897002864,"[-9.321683876216412, -0.9109959956294915, -0.9109959956294915, -2.3112000126391647]",
"[-2.013492389068233, -1.892581344518021, -1.8433572090111738, -1.4283261239486365]",0,0.6872735123916445,False,math500,0.1428536207861902,-0.45096443248641194,slm_already_correct,True,True,252,149,32,,0.020407156971724637,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-1.3434748341501042,"[-1.4401540573533147, -1.2839842213629709, -1.5684747792811358, -1.0812862786029953]",
"[-1.3103615487399338, -1.5695476762143106, -0.7126803063459063, -0.7126803063459063]",3,0.371441424073003,False,math500,0.10559715332437676,-0.17639928714101027,slm_already_correct,True,True,674,247,32,,0.011150758790211936,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.899918172270504,"[-0.9549060250339139, -1.4176689132458131, -0.6135488754011444, -0.6135488754011444]",
"[-1.3206523141390107, -1.1627660673835862, -0.7485978651000096, -0.812940755026375]",6,0.39963011133538434,False,math500,0.04400951894024076,-0.11740961148830031,slm_already_correct,True,True,888,306,32,,0.00193683775735141,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.8938296389239451,"[-1.1314272767463294, -1.0603214594360253, -0.6789778527149366, -0.704591966798489]",
"[-0.6411954602663172, -0.26374824074878234, -0.7936306017863899, -0.7745524105307595]",10,0.1828999467096439,False,math500,0.02232149758465635,-0.07826043288568485,slm_already_correct,True,True,1610,496,32,,0.0004982492544218192,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.5400212454473774,"[-0.5436410208753415, -0.20221435374496366, -0.7425156960032098, -0.6717139111659947]",
"[-3.377348863819082, -8.569709777832031, -8.569709777832031, -1.9546650751061472]",13,0.6666666666666666,False,math500,0.4585539097815854,-0.6639302452176707,slm_already_correct,True,True,1801,560,32,,0.21027168817597836,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-4.953928128429652,"[-3.1719725283829967, -7.447225622832775, -7.447225622832775, -1.7492887396700618]",
"[-0.3748365845124795, -0.4762817947257645, -1.0588328690928392, -0.9952235763405703]",0,0.5924979833536453,True,math500,0.10997682062988356,-0.26448334538357343,slm_wrong_llm_boundary_recovers,True,True,146,141,33,,0.012094901075857582,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.4618103607843399,"[-0.24489810456644534, -0.2566652604162982, -0.6266373462318597, -0.7190407319227564]",
"[-1.2065957519189396, -1.0684949824387786, -0.8226761667551727, -0.657564387795901]",2,0.6109353711687765,False,math500,0.08013803477811894,-0.22630039180733696,slm_wrong_llm_boundary_not_recovered,False,True,495,266,33,,0.006422104618099,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.712532430419861,"[-0.8429585746759471, -0.9068983706900937, -0.6315368665254368, -0.4687359097879664]",
"[-0.2501249590613952, -0.2501249590613952, -0.4872235476652804, -0.3646279725992372]",5,0.09482758620689657,False,math500,0.001724128570887292,-0.05086888781013954,slm_wrong_llm_boundary_not_recovered,False,True,726,363,33,,2.9726193289498555e-06,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.28715647178668746,"[-0.19826064515673636, -0.19826064515673636, -0.4393409381386988, -0.31276365869457834]",
"[-0.2564266048209691, -0.03830422798132531, -0.03830422798132531, -0.03830422798132531]",8,0.24025974025974028,False,math500,0.008619370008975691,-0.09261553364375504,slm_wrong_llm_boundary_not_recovered,False,True,3567,1479,33,,7.42935393516296e-05,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.00021928854748121118,"[-0.14888188439243272, 0.049334910067502624, 0.049334910067502624, 0.049334910067502624]",
"[-0.26716461105159794, -1.2337448810012575, -0.06560883493747269, -0.06560883493747269]",10,0.5155038759689923,False,math500,0.05405532983440983,-0.13179975282246498,slm_wrong_llm_boundary_not_recovered,False,True,3640,1515,33,,0.0029219786835068375,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.27623203765948523,"[-0.13292998055809235, -1.0145146254494648, 0.021258227684808173, 0.021258227684808173]",
"[-1.0247119126236157, -0.9519134919650014, -0.6255827833704188, -0.7581657176375529]",0,0.4861600433217966,True,math500,0.024922087330179712,-0.11897345529669107,slm_wrong_llm_boundary_recovers,True,True,435,213,34,,0.0006211104368931042,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.7211200211024562,"[-0.8834314547824678, -0.8059796177340035, -0.5360563425827467, -0.6590126693106066]",
"[-2.950122307986021, -1.0721836716027724, -0.7871824986390266, -1.2326819507568985]",44,0.8653318373461875,True,math500,0.38529150361400955,-0.5186054166338911,slm_wrong_llm_boundary_recovers,True,True,3290,1393,34,,0.1484495427571443,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.9919371906122885,"[-1.7803924339823425, -0.7662948329771526, -0.6071251357862488, -0.8139363597034102]",
"[-4.385887217520894, -1.6308918533282766, -1.392244746744827, -2.263247831786632]",89,0.8319509025499611,True,math500,0.07653294351129127,-0.5022979034017766,slm_wrong_llm_boundary_recovers,True,True,6060,2556,34,,0.0058572914425025,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-1.915770008943381,"[-3.800007060728194, -1.111841521753666, -1.01470977607301, -1.7365216772186536]",
"[-0.5188930993554095, -0.5188930993554095, -0.8914930176546818, -0.5233937175698884]",134,0.26884016017754625,True,math500,0.06256465178384824,-0.09970241276614367,slm_wrong_llm_boundary_recovers,True,True,8465,3577,34,,0.003914335652834184,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.5134658207177036,"[-0.4615282690464504, -0.4615282690464504, -0.6843091084483071, -0.4464976363296067]",
"[-0.31300293943618623, -0.40848555166708944, -0.2624110893756143, -0.6393613435105251]",178,0.657546800286751,False,math500,0.12003483627278956,-0.20985858379420438,slm_wrong_llm_boundary_not_recovered,False,True,11141,4580,34,,0.014408361919035396,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.19595664720314937,"[-0.17537358111523926, 0.009184711528369527, -0.1159057340361497, -0.5017319851895781]",
"[-0.6416239452710215, -0.6696986155911873, -0.742892794594809, -0.747432749150903]",0,0.478497150997151,False,math500,0.09564548741905067,-0.18111708220666856,slm_already_correct,True,True,118,126,35,,0.009148059263627781,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.5192949439453116,"[-0.30978452738258966, -0.5632345435183197, -0.6518136034967483, -0.5523471013835888]",
"[-0.9174097984713236, -2.159421369234527, -1.5189261166802184, -1.2735498253023252]",4,0.491152569891794,False,math500,0.05638460742495631,-0.28933775724881927,slm_already_correct,True,True,525,291,35,,0.0031792239544664374,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.1779890201732792,"[-0.6352475200816181, -1.810167904967481, -1.1939715775555337, -1.072569078088484]",
"[-0.9542975492620371, -0.6201185465255321, -0.8400971587857228, -0.766288301700996]",8,0.6480376535774892,False,math500,0.047466960660287785,-0.16796446640676357,slm_already_correct,True,True,759,373,35,,0.0022531123543253085,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.6272359226618085,"[-0.7790971113499057, -0.5042962294374222, -0.7008313580620014, -0.5247189917979045]",
"[-0.6892846694308901, -1.0735849353382676, -0.656042653302133, -0.870089906900418]",13,0.6533333333333333,False,math500,0.02494476343881562,-0.07134884074248422,slm_already_correct,True,True,1194,574,35,,0.0006222412230184726,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.7509017005004429,"[-0.6428805921272215, -0.9772913311569678, -0.6096385759984644, -0.7737963027191181]",
